ph_10_16,,
Wavelength (nm),Intensity (a.u.),
643.039978,42.66337585,
644.0499878,46.27235794,
645.0700073,51.18194962,
645.9400024,54.51969147,
646.9500122,59.73777771,
647.9699707,64.6474762,
648.9799805,71.18756104,
650,75.91609192,
651.0100098,80.91970825,
652.0200195,87.10630035,
653.039978,91.86676025,
654.0499878,98.80487061,
655.0700073,105.3133621,
655.9400024,112.3532562,
656.9500122,119.2246628,
657.9699707,127.5624924,
658.9799805,135.771698,
660,144.5124054,
661,156.5585785,
662,168.2974243,
663,181.3111267,
664,194.9526062,
665,206.7836914,
666,224.9417114,
667,239.1098785,
668,257.8184204,
669,273.3919678,
670,289.9889221,
671,304.0165405,
672,319.84021,
673,331.2149353,
674,339.4766541,
675,348.7539673,
676,355.836792,
677,358.4558716,
678,357.2602234,
679,355.7163086,
680,350.4793396,
681,343.6870422,
682,336.90802,
683,327.1966553,
684,316.7410889,
685,304.2635803,
686,293.2148743,
687,282.1975708,
688,272.6681519,
689,263.0717468,
690,254.6703186,
691,243.7935028,
692,235.9915009,
693,227.2604828,
694,222.8643188,
695,213.8366547,
696,209.1933136,
697,202.8009033,
698,198.4744415,
699,192.505661,
700,187.4749756,
700.9799805,183.5941315,
701.9699707,177.511261,
702.9500122,172.4785461,
703.9400024,167.9029541,
705.0700073,161.3380585,
706.0499878,158.1492462,
707.039978,152.7378845,
708.0200195,151.0518799,
709.0100098,145.1943054,
710,142.4686432,
711,136.7114716,
712,132.5112152,
713,128.7675323,
714,125.654068,
715,122.5806961,
716,119.1353378,
717,116.9321289,
718,113.4251862,
719,111.1049576,
720,109.1169357,
720.9799805,107.3458176,
721.9699707,105.161972,
722.9500122,103.7926636,
723.9400024,101.3894501,
725.0700073,98.49232483,
726.0499878,98.73166656,
727.039978,96.01126862,
728.0200195,93.76747131,
729.0100098,92.20381165,
730,91.39552307,
730.9699707,88.85097504,
731.9400024,87.67884827,
733.0499878,85.68242645,
734.0200195,83.93878937,
735,83.25213623,
735.9699707,78.87192535,
736.9400024,78.12670135,
738.0499878,76.34250641,
739.0200195,73.96392822,
740,71.88428497,
740.9799805,69.3037262,
741.9699707,67.61766052,
742.9500122,66.00853729,
743.9400024,64.79772186,
745.0700073,62.91931152,
746.0499878,60.8787384,
747.039978,59.87484741,
748.0200195,57.66356277,
749.0100098,56.66113281,
750,54.23053741,
750.9699707,53.94661331,
751.9400024,51.401577,
753.0499878,49.55319977,
754.0200195,49.24965286,
755,47.25245285,
755.9699707,45.11204529,
756.9400024,43.42647171,
758.0499878,42.58265686,
759.0200195,40.87343216,
760,39.38598251,
760.9699707,38.3715744,
761.9400024,38.00933838,
763.0499878,36.0987854,
764.0200195,34.60198212,
765,33.50568008,
765.9699707,31.90797234,
766.9400024,31.10840797,
768.0499878,29.73096275,
769.0200195,29.17177773,
770,27.9486599,
770.9699707,27.00928879,
771.9400024,26.4972229,
773.0499878,24.59259415,
774.0200195,24.05646133,
775,22.95743752,
775.9699707,22.90885544,
776.9400024,21.21879387,
778.0499878,20.57605934,
779.0200195,19.90500069,
780,19.40522003,
780.9500122,19.20343208,
782.0499878,18.23313332,
783.0100098,17.47862053,
783.9699707,17.2855835,
785.0599976,16.85408211,
786.0200195,16.06731606,
786.9799805,15.59374142,
787.9400024,15.07312775,
789.039978,15.09170532,
790,14.76963329,
790.9500122,14.47063637,
792.0499878,14.47721672,
793.0100098,13.93660736,
793.9699707,14.02528286,
795.0599976,13.34750462,
796.0200195,13.03042603,
796.9799805,13.05148029,
797.9400024,12.38307095,
799.039978,12.56576157,
800,11.98451233,

